text,rating,movie,label
"Although the cinematography was quite beautiful, when one finds out during the "" Making of "" segment of the DVD that these birds were merely trained puppets it really takes the air off of the wings. I should have known when 1 saw the Canada geese in the middle of the Grand Canyon (Come on! since when do they land in the middle of the desert?) - and when they just happened to land near an old jalopy in the middle of nowhere and drink water that just happened to be trickling from the sideboard I began to see what was going on. Granted, One realized that they were filming these birds from ultralight aircraft, and to get some of these scenes they had to be somewhat staged - but to have stolen these birds from the nest and raised them merely to complete a few scenes in a pompous French film that had to take a few swipes at America (we trash our deserts) borders on animal cruelty. The only migratory flights these birds made were on Lufthansa Airlines. They were shipped to the locations in tiny crates - worse conditions than the cages in the trapper ' s boat in the Amazon. And to have allowed - or should I say - forced one bronx cheer through an oil slick in an Eastern Europe factory site just to make an environmental point is just sickening. Then you see that they basically wired a stork ' s legs to the rachis of on ox - drawn cart to set up some romantic shot of birds gliding through a rice paddy in the middle of China - (Cost that the same bird that you see them gloating about saving in the "" Making of "" segment?) All this with a grandiose narrative and that annoying French opera music in the background really starts to get on the nerves after a while. They claim that this is neither a documentary nor a work of fiction, and I kind of wished they [1] had [/ i] made it a work of fiction. At least then you would realize that what you were dealing with had no basis in reality. Finally, you have to wonder what happened to the birds after the filming was over - we all know how fond the French are of goose liver pate. And they ' re known for the way that they prepare duck for the table. Bon appetit!",1.0,augmented,negative
It was funny. My grandkids loved it!!,5.0,migration_2023,positive
The movie was enjoyable and my little one loved it.,5.0,migration_2023,positive
"Really enjoyed this! Lots to laugh at, and lots to love",4.0,migration_2023,positive
"Bautiful photography and absolutely nothing else. Some substance of any kind would have been nice, but it's unique enough that one can't complain.",3.0,winged_migration,neutral
"Gorgeously executed. Now have a major respect for all birds, especially the ones that migrate. Moving, and the music is perfect.",5.0,winged_migration,positive
My son and I really like this movie. No hidden messages. Just a movie about family and taking care of eachother.,4.0,migration_2023,positive
Ducky: I give birth exactly one interrogative: make we have to go through the swampland over again?,3.0,augmented,neutral
Whoever doesn't like this needs a slap in the face!,5.0,winged_migration,positive
"Very good for the family, enough humor to keep the parents engaged. Danny Devito In any role is worth watching.",4.0,migration_2023,positive
It was funny and sort of a beautiful movie.,4.5,migration_2023,positive
These are so annoying...,0.5,land_before_time_x_the_great_longneck_migration,negative
Great movie for adults and kids! Cute story line and good humor throughout!,4.5,migration_2023,positive
So cute great storyloved it!,4.5,migration_2023,positive
"I know. Inkow. And I'm not even particularly into ornithology. But this film is so unbelievably astounding. It tracks various birds migrating across the planet. The cinematography is awesome, in the truest sense of the word! Nothing was created artificially. This is our natural world at its most brilliant and stunning. I could watch this over and over again. It is SO relaxing and awe-inspiring!",5.0,winged_migration,positive
"A stupid, boring, unfunny muss. All the same, the vivification comprise quite sensational.",1.0,augmented,negative
I liked it because it only an hour and 22 minutes long.,4.5,migration_2023,positive
Generic wine and boring movie,1.0,augmented,negative
Has some of the best cinematography you ' ll e'er pick up in a nature special.,3.0,augmented,neutral
Super cute.. fun for the whole family,5.0,migration_2023,positive
"Very funny and very well animated, what more could you want?",4.0,migration_2023,positive
